method,layer_idx,alpha,mode,accuracy,labels,probs,steering_vector_path
mean,29,6.0,both,0.4025974025974026,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1]","[0.3858819305896759, 0.35590144991874695, 0.47168779373168945, 0.4405181407928467, 0.5164506435394287, 0.49318593740463257, 0.44362491369247437, 0.5128598213195801, 0.5910293459892273, 0.3580187261104584, 0.32201170921325684, 0.20190373063087463, 0.5798035860061646, 0.3581298589706421, 0.5072054266929626, 0.6593601703643799, 0.45237502455711365, 0.349037230014801, 0.37320879101753235, 0.5916605591773987, 0.7428681254386902, 0.5230511426925659, 0.500990629196167, 0.04610493779182434, 0.2479216307401657, 0.24235548079013824, 0.4846263825893402, 0.29470038414001465, 0.4878792464733124, 0.3104355037212372, 0.6032313108444214, 0.7822936773300171, 0.4169612228870392, 0.5876200795173645, 0.44876620173454285, 0.35712796449661255, 0.5001373291015625, 0.6273068189620972, 0.3413804769515991, 0.31037625670433044, 0.6451369524002075, 0.38553279638290405, 0.24750098586082458, 0.4144240915775299, 0.3912644386291504, 0.4202396273612976, 0.5004842281341553, 0.5143061876296997, 0.6376451253890991, 0.33504101634025574, 0.4655483365058899, 0.5854122638702393, 0.3218541145324707, 0.47218456864356995, 0.5688450932502747, 0.4591260850429535, 0.360554575920105, 0.5560203790664673, 0.585927426815033, 0.3860686123371124, 0.27826350927352905, 0.5925712585449219, 0.37955623865127563, 0.6500252485275269, 0.7624779939651489, 0.46228834986686707, 0.45377635955810547, 0.9762609601020813, 0.4809800386428833, 0.35038143396377563, 0.9854264259338379, 0.3112224042415619, 0.6667752861976624, 0.4369293749332428, 0.39343053102493286, 0.6232340335845947, 0.6482889652252197]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer29_alpha6.0_both.npy
mean,29,8.0,both,0.3246753246753247,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1]","[0.25953230261802673, 0.3349776864051819, 0.4675254821777344, 0.40862491726875305, 0.45668354630470276, 0.4878092408180237, 0.4540503919124603, 0.48584938049316406, 0.664070725440979, 0.32071325182914734, 0.355260968208313, 0.26232680678367615, 0.5392064452171326, 0.3686520457267761, 0.5224446654319763, 0.5841159820556641, 0.430582195520401, 0.39680248498916626, 0.38259729743003845, 0.6128361225128174, 0.7007459998130798, 0.5753254294395447, 0.4145398437976837, 0.06696023792028427, 0.2733059227466583, 0.238986998796463, 0.515684962272644, 0.35879456996917725, 0.41787078976631165, 0.25209230184555054, 0.4588059186935425, 0.6879158616065979, 0.42061421275138855, 0.6045384407043457, 0.33953049778938293, 0.30339571833610535, 0.4617879390716553, 0.5906166434288025, 0.3801969885826111, 0.2874487042427063, 0.6662898659706116, 0.3421412408351898, 0.2865334749221802, 0.459425687789917, 0.3114113509654999, 0.4167511761188507, 0.4563600718975067, 0.574658215045929, 0.571317732334137, 0.39697325229644775, 0.42249348759651184, 0.560984194278717, 0.30817925930023193, 0.4844782054424286, 0.5520574450492859, 0.40029048919677734, 0.3363093435764313, 0.41435903310775757, 0.532229483127594, 0.3089011311531067, 0.1884797066450119, 0.6079291701316833, 0.29401102662086487, 0.5862670540809631, 0.7380031943321228, 0.49783042073249817, 0.4352370798587799, 0.960176408290863, 0.4934968054294586, 0.35210496187210083, 0.9804661870002747, 0.3157603144645691, 0.6099560260772705, 0.41940203309059143, 0.36376431584358215, 0.6209848523139954, 0.5682204365730286]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer29_alpha8.0_both.npy
mean,30,2.0,both,0.7012987012987013,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[0.9256426692008972, 0.9077003598213196, 0.9740568995475769, 0.23592814803123474, 0.9146093130111694, 0.6509506106376648, 0.6264607906341553, 0.4501582682132721, 0.16315147280693054, 0.33193323016166687, 0.3853828012943268, 0.6115333437919617, 0.6174036264419556, 0.6048523783683777, 0.39380133152008057, 0.25800561904907227, 0.6102867722511292, 0.7965486645698547, 0.39613044261932373, 0.39222636818885803, 0.457236111164093, 0.7395628094673157, 0.8083145022392273, 0.018101993948221207, 0.5824027061462402, 0.7076462507247925, 0.1851656138896942, 0.5116241574287415, 0.7294695377349854, 0.8017756342887878, 0.8940587639808655, 0.8517352938652039, 0.10511298477649689, 0.5504010915756226, 0.5416955947875977, 0.34169381856918335, 0.7794164419174194, 0.4273509979248047, 0.7775744199752808, 0.834893524646759, 0.8826552629470825, 0.4603540599346161, 0.5214718580245972, 0.6450489163398743, 0.3950142562389374, 0.6124405264854431, 0.9076926708221436, 0.5062791705131531, 0.8609728217124939, 0.9604706764221191, 0.502845048904419, 0.7029354572296143, 0.8328670859336853, 0.1676495373249054, 0.617699146270752, 0.3807823359966278, 0.7975377440452576, 0.3833673894405365, 0.6877697110176086, 0.21000805497169495, 0.9221742749214172, 0.5030819773674011, 0.9456096291542053, 0.8829750418663025, 0.8528605699539185, 0.6390728950500488, 0.9018043875694275, 0.9669539928436279, 0.2562401294708252, 0.6406397819519043, 0.9626510739326477, 0.635776937007904, 0.8516417145729065, 0.443642795085907, 0.8083167672157288, 0.805432915687561, 0.8559955954551697]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer30_alpha2.0_both.npy
mean,30,4.0,both,0.7012987012987013,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[0.9077067375183105, 0.5774678587913513, 0.929286539554596, 0.8061116933822632, 0.8615431785583496, 0.7773546576499939, 0.7403767704963684, 0.48276054859161377, 0.1818879097700119, 0.2926090955734253, 0.5681453347206116, 0.5592514872550964, 0.28382015228271484, 0.4822719991207123, 0.4488895833492279, 0.29665783047676086, 0.7372758388519287, 0.8946806192398071, 0.4227287769317627, 0.5370233654975891, 0.521165132522583, 0.675574004650116, 0.8003920316696167, 0.004782257601618767, 0.4691900908946991, 0.7176021337509155, 0.3049505650997162, 0.7785095572471619, 0.5661436319351196, 0.04960520565509796, 0.6876083016395569, 0.6579952836036682, 0.08680836111307144, 0.5775693655014038, 0.5033439993858337, 0.37240174412727356, 0.5811819434165955, 0.7057411074638367, 0.5102734565734863, 0.634341835975647, 0.8605074882507324, 0.3179827630519867, 0.4354757070541382, 0.5332721471786499, 0.5620882511138916, 0.6003210544586182, 0.8435203433036804, 0.5660480260848999, 0.8326301574707031, 0.9031500220298767, 0.3289545476436615, 0.606316328048706, 0.8011260032653809, 0.29218801856040955, 0.5698755383491516, 0.33737918734550476, 0.8323378562927246, 0.38548535108566284, 0.8302688598632812, 0.3288463354110718, 0.6550403833389282, 0.5777782797813416, 0.8831129670143127, 0.7623341679573059, 0.7755908966064453, 0.5900892019271851, 0.8669044375419617, 0.9714459776878357, 0.4079989492893219, 0.6334452629089355, 0.9962918758392334, 0.8919664025306702, 0.8662572503089905, 0.7128397226333618, 0.4304423928260803, 0.5926790237426758, 0.7776084542274475]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer30_alpha4.0_both.npy
mean,30,6.0,both,0.6623376623376623,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[0.7726921439170837, 0.42746439576148987, 0.9323497414588928, 0.8728018999099731, 0.789243221282959, 0.8137110471725464, 0.7796847820281982, 0.5075992345809937, 0.18512402474880219, 0.24027009308338165, 0.6624540686607361, 0.46639224886894226, 0.22520022094249725, 0.42631223797798157, 0.46881672739982605, 0.23885902762413025, 0.7298219203948975, 0.9061064124107361, 0.4076281189918518, 0.6909917593002319, 0.49922993779182434, 0.6847031712532043, 0.6871910691261292, 0.002721542026847601, 0.5772128701210022, 0.768574059009552, 0.41230830550193787, 0.8532721996307373, 0.5010957717895508, 0.006503847893327475, 0.5247262120246887, 0.5892852544784546, 0.09301728755235672, 0.6666646599769592, 0.3538402020931244, 0.4329903721809387, 0.5299689769744873, 0.8259061574935913, 0.5257787704467773, 0.5043538808822632, 0.879686176776886, 0.29447880387306213, 0.49024179577827454, 0.4791266918182373, 0.6263701915740967, 0.5624989867210388, 0.7646129727363586, 0.7137193083763123, 0.7892888784408569, 0.8908262848854065, 0.2530500888824463, 0.5706930756568909, 0.6804018020629883, 0.34864991903305054, 0.6211666464805603, 0.34730055928230286, 0.848127007484436, 0.3379725515842438, 0.8841952681541443, 0.396192729473114, 0.34864771366119385, 0.6075690388679504, 0.8002075552940369, 0.6623166799545288, 0.7464192509651184, 0.554119884967804, 0.8291045427322388, 0.9742380976676941, 0.5321530103683472, 0.6991613507270813, 0.9987106323242188, 0.9212313294410706, 0.8318483233451843, 0.7590544819831848, 0.41593220829963684, 0.6237949728965759, 0.6328657865524292]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer30_alpha6.0_both.npy
mean,30,8.0,both,0.6233766233766234,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[0.5996376276016235, 0.39108067750930786, 0.9261541366577148, 0.896723210811615, 0.7284325957298279, 0.8010925650596619, 0.781074047088623, 0.5199483633041382, 0.20125460624694824, 0.22200261056423187, 0.7344619035720825, 0.3923545479774475, 0.2507002651691437, 0.37411966919898987, 0.4597577750682831, 0.1967577487230301, 0.7068358659744263, 0.8971867561340332, 0.38202887773513794, 0.7452883720397949, 0.49823522567749023, 0.6947028636932373, 0.5645102262496948, 0.0016596766654402018, 0.6309101581573486, 0.7620148062705994, 0.4696219265460968, 0.8693382143974304, 0.4612945318222046, 0.003421926638111472, 0.45830225944519043, 0.5716255903244019, 0.11767548322677612, 0.7177914977073669, 0.263761967420578, 0.4915474057197571, 0.49138060212135315, 0.8736677169799805, 0.5214002132415771, 0.43658214807510376, 0.8935322761535645, 0.2892489433288574, 0.5566834211349487, 0.4518362283706665, 0.6115772724151611, 0.5243018865585327, 0.7226237654685974, 0.7837700843811035, 0.752426028251648, 0.8813593983650208, 0.21231557428836823, 0.5461004376411438, 0.5998623967170715, 0.38980239629745483, 0.6608746647834778, 0.37007778882980347, 0.8306840658187866, 0.3044426143169403, 0.8892866373062134, 0.4471132755279541, 0.21429294347763062, 0.60466068983078, 0.709851086139679, 0.6163126826286316, 0.745275616645813, 0.5260522365570068, 0.8031979203224182, 0.9749642610549927, 0.6104262471199036, 0.6982338428497314, 0.999160647392273, 0.9296367764472961, 0.788172721862793, 0.758463442325592, 0.4409676194190979, 0.6111866235733032, 0.5050094723701477]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer30_alpha8.0_both.npy
mean,31,2.0,both,0.5844155844155844,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0]","[0.5293821692466736, 0.8201473951339722, 0.9788237810134888, 0.16802501678466797, 0.308240681886673, 0.8709487318992615, 0.6500013470649719, 0.5433829426765442, 0.05535511672496796, 0.5844386219978333, 0.5282634496688843, 0.9174254536628723, 0.07549142092466354, 0.4047339856624603, 0.3546225130558014, 0.1781775802373886, 0.6112396717071533, 0.7524780631065369, 0.5857098698616028, 0.49066460132598877, 0.14429904520511627, 0.7923166155815125, 0.5917283296585083, 0.03109060972929001, 0.7211111187934875, 0.9091694355010986, 0.49981212615966797, 0.9306085705757141, 0.5731964707374573, 0.6713453531265259, 0.038072794675827026, 0.6094263195991516, 0.6693785786628723, 0.7251895070075989, 0.7034336924552917, 0.4096285104751587, 0.6726635098457336, 0.3695012629032135, 0.678174614906311, 0.39088425040245056, 0.4372372031211853, 0.3389219045639038, 0.5872142314910889, 0.37976333498954773, 0.8213739991188049, 0.4424953758716583, 0.6092040538787842, 0.23517391085624695, 0.33888086676597595, 0.9677882790565491, 0.12856628000736237, 0.39662763476371765, 0.8969475030899048, 0.28534045815467834, 0.7869386076927185, 0.3471371531486511, 0.6061847805976868, 0.30459871888160706, 0.5211851000785828, 0.29139047861099243, 0.8413705229759216, 0.5400347113609314, 0.8453067541122437, 0.1693669706583023, 0.17340900003910065, 0.5702696442604065, 0.7596052289009094, 0.984531819820404, 0.2590070068836212, 0.744705319404602, 0.9880118370056152, 0.3112044036388397, 0.699387788772583, 0.5716881155967712, 0.6742976307868958, 0.8182340860366821, 0.44458383321762085]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer31_alpha2.0_both.npy
mean,31,4.0,both,0.6753246753246753,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[0.7544718384742737, 0.8044854402542114, 0.9734548330307007, 0.29441186785697937, 0.2838674783706665, 0.8412631750106812, 0.6238563060760498, 0.5097863078117371, 0.11388132721185684, 0.5369626879692078, 0.6245480179786682, 0.9035345315933228, 0.09163899719715118, 0.6270026564598083, 0.35838839411735535, 0.17954571545124054, 0.5925876498222351, 0.7491716146469116, 0.6532526612281799, 0.5994256138801575, 0.17899806797504425, 0.7717210650444031, 0.6144077777862549, 0.07109835743904114, 0.7218864560127258, 0.9073317050933838, 0.5078206658363342, 0.9165361523628235, 0.5798711776733398, 0.7398529648780823, 0.07223054021596909, 0.5207814574241638, 0.5985919833183289, 0.7707889676094055, 0.6632980108261108, 0.6648066639900208, 0.6921606063842773, 0.46223360300064087, 0.8566079139709473, 0.5336034893989563, 0.35361433029174805, 0.38177022337913513, 0.6922398209571838, 0.467094361782074, 0.8663926124572754, 0.4440543055534363, 0.5810337662696838, 0.2267545461654663, 0.4058819115161896, 0.9768781661987305, 0.20247599482536316, 0.5124910473823547, 0.8833443522453308, 0.33920079469680786, 0.773236095905304, 0.2958221733570099, 0.7288274765014648, 0.29551494121551514, 0.5027151107788086, 0.352053165435791, 0.8404752016067505, 0.5461117625236511, 0.8830297589302063, 0.27892839908599854, 0.23556764423847198, 0.5928171277046204, 0.8111398816108704, 0.9756069183349609, 0.30513492226600647, 0.7652401328086853, 0.9693789482116699, 0.42515045404434204, 0.6846012473106384, 0.5527280569076538, 0.7366476655006409, 0.7536869645118713, 0.6616522073745728]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer31_alpha4.0_both.npy
mean,31,6.0,both,0.6493506493506493,"[1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[0.7667336463928223, 0.7676969766616821, 0.9493417739868164, 0.34451234340667725, 0.30529752373695374, 0.7846653461456299, 0.5777419805526733, 0.49685290455818176, 0.18481120467185974, 0.5333167910575867, 0.618690013885498, 0.8814041614532471, 0.1249374970793724, 0.6312280297279358, 0.3773130178451538, 0.2399168759584427, 0.6003913283348083, 0.716934323310852, 0.639925479888916, 0.5694000124931335, 0.2189122438430786, 0.7415645718574524, 0.5894511938095093, 0.2205369770526886, 0.6704626679420471, 0.8744935989379883, 0.5233304500579834, 0.8792080283164978, 0.5497180223464966, 0.7655364871025085, 0.1520339548587799, 0.4653981924057007, 0.579826831817627, 0.7320132255554199, 0.6221544742584229, 0.7185426950454712, 0.6584739089012146, 0.5105561017990112, 0.8469563722610474, 0.5576810836791992, 0.36731836199760437, 0.4049830436706543, 0.6513786315917969, 0.48045939207077026, 0.8495491743087769, 0.43582600355148315, 0.5628608465194702, 0.2639950215816498, 0.44680631160736084, 0.9598146080970764, 0.24792785942554474, 0.5156318545341492, 0.8240392804145813, 0.39234912395477295, 0.7381106615066528, 0.3166634738445282, 0.7219886779785156, 0.3168644905090332, 0.49521464109420776, 0.3825511038303375, 0.7819058895111084, 0.5565120577812195, 0.8434516191482544, 0.35035082697868347, 0.3018956184387207, 0.5918105244636536, 0.7998658418655396, 0.9452680945396423, 0.3461960554122925, 0.7315967082977295, 0.9194700121879578, 0.46525225043296814, 0.6385384202003479, 0.5524001121520996, 0.7035713195800781, 0.7462913990020752, 0.6818057894706726]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer31_alpha6.0_both.npy
mean,31,8.0,both,0.6363636363636364,"[1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[0.7383851408958435, 0.7155764102935791, 0.8942521214485168, 0.378434419631958, 0.3424769937992096, 0.7309509515762329, 0.5294867157936096, 0.4896131157875061, 0.24719968438148499, 0.5399790406227112, 0.586614191532135, 0.8560957312583923, 0.16243880987167358, 0.5830939412117004, 0.39541685581207275, 0.3186524212360382, 0.6146292090415955, 0.6763642430305481, 0.6187894344329834, 0.510356605052948, 0.2578828036785126, 0.703703761100769, 0.5691481828689575, 0.41429632902145386, 0.6231300830841064, 0.8340740203857422, 0.5440553426742554, 0.8368687033653259, 0.5048841238021851, 0.7562341690063477, 0.21934764087200165, 0.42863133549690247, 0.5762224793434143, 0.6718024611473083, 0.6036099195480347, 0.7383527159690857, 0.6143912672996521, 0.5374454259872437, 0.7943313717842102, 0.5431922674179077, 0.38600078225135803, 0.4142673909664154, 0.5900573134422302, 0.48027417063713074, 0.8242000937461853, 0.4301842749118805, 0.5465381741523743, 0.3204430341720581, 0.46873146295547485, 0.919485330581665, 0.26510700583457947, 0.4820590913295746, 0.7418366074562073, 0.43099963665008545, 0.6953451037406921, 0.3531675934791565, 0.6808802485466003, 0.32676762342453003, 0.4711320102214813, 0.40304404497146606, 0.7015729546546936, 0.56058269739151, 0.7959564328193665, 0.3823290169239044, 0.3564477562904358, 0.57235187292099, 0.7656506896018982, 0.9024218916893005, 0.38026732206344604, 0.7033274173736572, 0.8621634244918823, 0.4781274199485779, 0.5949339270591736, 0.5550108551979065, 0.6413403153419495, 0.7294524312019348, 0.6580836772918701]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer31_alpha8.0_both.npy
